name,hq,data_filings,median_wage,naics,relevant_title,other_titles,score
"AGILESOFT, INC.","Norcross, GA",19,105747,541511,Data Analyst,Kronos Lead Analyst | Business Analyst,57.6
"AGIOS PHARMACEUTICALS, INC.","Cambridge, MA",10,152186,325412,"Manager, Clinical Data Delivery","Senior Manager, Digital Quality And Data Integrity | Associate Director, Statistical Programming",57.6
CMFG Life Insurance Company,"Madison, WI",13,132287,5241,"Analyst Iii, Analytics","Senior Business System Consultant, Its | Engineer V, Analytics",57.6
International Paper,"Memphis, TN",15,123376,322121,Applications Development Analyst Ii,It Business Analyst Ii | Application Development Analyst Ii,57.6
Marathon Petroleum Company LP,"Findlay, OH",14,127874,324110,Senior Business Systems Analyst,Senior Data Architect | Enterprise Architect - Commercial & Marketing It,57.6
UL LLC,"Northbrook, IL",12,143108,54133,It Senior Business Systems Analyst,It Development Senior Analyst | Senior Software Quality Assurance Analyst,57.6
CertainTeed LLC,"Malvern, PA",15,136000,32412,It Senior System Analyst,"It Senior Systems Analyst | It Analyst, Web Applications",57.5
"PURSUIT SOFTWARE, INC.","Princeton, NJ",5,220000,541511,Senior Director – Data Warehousing And Quality Engineering,Senior Director- Data Warehousing And Quality Engineering | Data Warehousing And Quality Engineering,57.5
SEI Investments Company,"Oaks, PA",15,122950,523940,Sr. Business Analyst,"Manager, Client Relations | Product Support Engineer Ii",57.5
"William Blair & Company, LLC","Chicago, IL",16,144780,523150,Lead Software Development Analyst,Senior Software Development Analyst | Data Scientist,57.5
"ARCH CAPITAL SERVICES, LLC","White Plains, NY",14,126946,52413,Business Systems Analyst Iii,Senior Data Analyst | Senior Database Administrator,57.4
"HARRY'S, INC.","New York, NY",8,166695,424210,"Director Of Engineering, Data","Analytics Manager, Dtc | Senior Sap S4 Fico Solutions Architect",57.4
Meijer Great Lakes Limited Partnership,"Grand Rapids, MI",13,138000,4244,Sr. Data Engineer,Data Engineer | Sr. Etl Admin - Datastage,57.4
R3 TECHNOLOGY INC,"Hillsborough, NJ",16,118000,541511,Claims Business Systems Analyst,Clinical Data Manager | Data Engineer,57.4
Milwaukee Electric Tool Corporation,"Brookfield, WI",13,131040,333991,Solution Delivery Lead Analyst Ii,Data Engineer | Solution Delivery Lead Analyst--Oracle Cloud Order Mgmt,57.3
Optiver Services US LLC,"Chicago, IL",9,175000,523160,Quantitative Researcher,Trader | Machine Learning Research Engineer,57.3
Vistra Corporate Services Company,"Irving, TX",15,122179,22111,Machine Learning Engineer,"Senior Sas Architect And Administrator | Lead Developer, Data Services",57.3
DATA AFFECT LLC,"Ashburn, VA",19,104000,541511,Data Governance Analyst/Developer,Data Governance Developer | Data Governance Analyst,57.2
"Ephicacy Consulting Group, Inc","Iselin, NJ",15,135000,5415,Senior Statistical Programmer,Statistical Programmer | Senior Principal Statistical Programmer,57.2
Hudson River Trading LLC,"New York, NY",10,170000,52391,Trade Operations Analyst,Middle Office Analyst (Middle Office Data Analyst) | Database Site Reliability Engineer (Sre),57.2
MONTEFIORE MEDICAL CENTER,"Bronx, NY",16,117243,622110,Senior Clinical Data Analyst,"Assistant Director, Analytics | Senior Health Informatics Specialist",57.2
"NCS Pearson, Inc.","Bloomington, MN",14,126250,513210,Data Scientist,Senior Data Engineer | Senior Psychometrician,57.2
"Sumitomo Pharma America, Inc.","Marlborough, MA",8,172380,541715,"Associate Director, Senior Data Engineer","Senior Manager, Pharmacovigilance Informatics | Senior Data Scientist, Analytical Development",57.2
"Xylem, Inc.","Rye Brook, NY",11,139500,221310,Sr. Data Scientist,Business Analytics Specialist | It Sap Specialist – Materials/Warehouse Management,57.2
"Auctane, LLC","Austin, TX",10,169795,339940,"Manager, Business Intelligence",Business Intelligence Lead | Senior Database Administrator,57.1
Cognitive Minds Inc,"Novi, MI",20,99455,541511,Data Engineer,Bi Developer | Ai-Ml Engineer,57.1
Helen of Troy Nevada Corporation,"El Paso, TX",13,136850,42399,Senior Systems Analyst (Wms),Data Architect | Oracle Apps Dba,57.1
ISN Software Corporation,"Dallas, TX",13,130000,51821,Advanced Data Analyst,Team Lead Ds | Senior Associate Data Scientist,57.1
"Interactive Communications International, Inc.","Atlanta, GA",14,125757,522320,Database Administrator Iv,Business Intelligence Developer Ii | Technical Systems Analyst Iii,57.1
Penney OpCo LLC,"Plano, TX",12,141004,452210,Oracle Database Administrator,Engineer 2 - Data & Analytics | Technical Architect,57.1
BOT AUTO CA INC,"Houston, TX",6,220000,541512,Associate Director - Senior Research Scientist,Senior Computer Systems Engineer | Tech Lead-Computer And Information Research Scientist,57.0
"Fitch Group Services, Inc.","New York, NY",8,165000,523930,Senior Qa Analyst,Machine Learning Engineer | Director - Rating Product It,57.0
"Ipsos MMA, Inc.","Norwalk, CT",18,107557,541910,"Senior Analyst, Delivery (Mma)","Consultant, Delivery (Mma) | Senior Consultant, Delivery (Mma)",57.0
Ohio Farmers Insurance Company,"Westfield Center, OH",16,116328,524126,Business Intelligence Specialist 2,Business Intelligence Senior Developer | Venture Builder,57.0
Pella Corporation,"Pella, IA",19,103056,321911,Associate Data Scientist,Senior Technical Analyst – Full Stack | Technical Analyst – Manufacturing Data Ii,57.0
XYLO CONSULTING LLC,"Neptune, NJ",20,98847,541511,Data Engineer,Analyst/Developer | Business Analyst,57.0
"YIELDMO, INC.","Nashua, NH",9,180000,51821,Senior Business Intelligence Engineer,Staff Data Engineer | Supply Operations Analyst,57.0
viagogo Inc.,"New York, NY",6,225000,459999,Head Of Product And Analytics,Business Analyst - Customer Service | Staff Database Engineer,57.0
Abercrombie & Fitch Management Co.,"New Albany, OH",12,133452,448140,Sr. Engineer 1 - Data Insights,Staff Engineer 1 - Global Data & Integrations | Data Architect,56.9
Dassault Systemes Americas Corp.,"Waltham, MA",11,137937,541511,Information Systems Business Process Analyst,Biovia User Success Engineering Senior Manager | Nam Business Planner Specialist,56.9
"Magna Services of America, Inc.","Troy, MI",16,116000,3363,Research Engineer - Machine Learning,"Sr. Machine Learning Engineer | Data Integrations Engineer, Hr Systems",56.9
"Take-Two Interactive Software, Inc.","New York, NY",10,149023,511210,"Data Engineer, Marketing Technology","Senior Informatica Mdm Administrator | Director, Data Engineering",56.9
The Goodyear Tire & Rubber Company,"Akron, OH",17,111405,326211,Associate Data Scientist,Application Development Architect | Global Business Process Principal,56.9
AIR Worldwide Corporation,"Boston, MA",13,135208,524298,Senior Database Engineer I,Principal Database Engineer | Senior Product Manager,56.8
"INV Management Services, LLC","Wichita, KS",15,120000,31499,Data Engineering Manager  - Kbgfjg132832-4,Logistics Analyst - Kbgfjg262009-2 | Data & Analytics Director  - Kbgfjg183625-1,56.8
Valley National Bank,"Morristown, NJ",13,128800,522110,Business Analyst I - It,"Fvp, Head Of Business Intelligence & Reporting | Vice President, Sr. Salesforce Business Analyst",56.8
"Baptist Health South Florida, Inc.","Miami, FL",18,106142,622110,Biostatistician 2,Cloud Data Engineer “ Lead | Technical Architect – Principal,56.7
FUSION PLUS SOLUTIONS INC.,"Edison, NJ",19,102000,541511,Data Analyst,Power Bi Developer | Quality Assurance Analyst,56.7
Allstate Insurance Company,"Northbrook, IL",9,151934,524126,Principal Machine Learning Engineer,Ent - Systems Analyst - Lead Consultant | Lead Big Data Engineer,56.6
Genzyme Corporation,"Cambridge, MA",12,132357,54171,Data Historian (Osi Pi) Engineer Iii,"Associate Director, Pss, Analytics And Reporting, Rbd | Senior Director, Gotomarket Specialty Analytics",56.6
"Lilly USA, LLC","Indianapolis, IN",13,141110,3254,Principal Engineer-Data,Associate Director | Associate Director - Dbu Payer Marketing,56.6
NewRez LLC,"Fort Washington, PA",15,119000,522310,Data Mapping Validation Analyst,Director - Data Loss Prevention | Sr. Business Intelligence Developer,56.6
Vision IT USA Inc.,"Ashburn, VA",18,106000,541511,Data Engineer,Computer Systems Analyst | Business Analyst,56.6
"DATASOFT TECHNOLOGIES, INC","Greer, SC",17,110000,541511,Data Analyst,Software Engineer | Big Data Analyst I,56.5
"Nationstar Mortgage, LLC","Coppell, TX",13,127500,522310,Quantitative Analyst Ii,Sr. Principal Data Services | Sr. Data Services Engineer,56.5
"The Lotus Group, LLC","Pine Brook, NJ",7,180320,561320,Clinical Data Engineer Consultant,Principle Biostatistician | Stat Programming Consultant,56.5
Walgreen Co.,"Deerfield, IL",10,160294,446110,Data Scientist/Statistician,Senior Data Scientist 2 | Principal Data Engineer 1,56.5
"XL SOFTEK, INC.","Suwanee, GA",15,118518,541511,Data Analyst,Sap Logistics Consultant | Quality Assurance Analyst,56.5
ANALYTIC PARTNERS LP,"Miami, FL",16,113677,541613,Senior Marketing Science Analyst,Product Manager | Senior Data Scientist,56.4
Cognowiz LLC,"Ashburn, VA",20,96000,541511,Data Analyst,Business Intelligence Developer | Business Intelligence Analyst,56.4
"Fortune Brands Innovations Group, Inc.","Deerfield, IL",10,140000,561330,Lead System Analyst,Data Operations Engineer | Lead Application Analyst,56.4
LORVENK TECHNOLOGIES LLC,"Glen Allen, VA",17,109429,541511,Data Engineer,Software Engineer | Sr Cloud Data Engineer,56.4
National Financial Services LLC,"Boston, MA",16,113692,52399,"Director, Data Science","Principal Machine Learning Engineer | Senior Manager, Data Analytics And Insights",56.4
Northeastern University,"Boston, MA",18,105000,611310,Assistant Research Professor,Senior Hrit Reporting And Data Analyst | Research Scientist,56.4
Tekaccel Inc,"Little Elm, TX",18,104998,541511,Etl Developer,Data Engineer | Cloud Engineer,56.4
Trane Technologies Company LLC,"Davidson, NC",8,162315,3332,Lead Data Architect,"Data Strategist | Manager, Data & Access Security",56.4
Exeter Finance LLC,"Irving, TX",13,126625,522220,Senior Database Developer,Data Engineer Iii | Database Administrator Iii,56.3
"Ouro Global, Inc.","Austin, TX",12,137500,522291,Principal Ai Engineer,Test Analyst Senior | Sr. Director Data Scientist,56.3
Terumo Medical Corporation,"Somerset, NJ",9,150550,33911,Senior Bi And Visualization Specialist,Sap Ariba Specialist | Sap Logistics & Inventory Management Specialist,56.3
Ellucian Company LLC,"Malvern, PA",14,121479,541511,Senior Data Engineer,Senior Cloud Application Administrator | Senior Corporate Strategy Manager,56.2
Sentara Health,"Virginia Beach, VA",17,135000,622110,Healthcare Data Analyst,Senior Software Engineer | Database Manager,56.2
Stryker Corporation,"Kalamazoo, MI",11,134672,339112,"It Principal Architect, Erp Warehouse & Distribution","Senior Computer Vision Engineer | Associate Manager, Data Analytics",56.2
Athene Annuity and Life Company,"West Des Moines, IA",13,125715,524113,Business Systems Analyst Iii (It Finance),Sr. Business Systems Analyst | Risk Business Analyst Iii,56.1
Global Payments Holding Company,"Atlanta, GA",16,112340,522320,Lead Business Analyst,Operations Analyst Iii | Lead Technical Business Analyst,56.1
Jain Global LLC,"New York, NY",6,195936,523940,Head Of Business Intelligence,Quantitative Developer | Quantitative Research Analyst,56.1
MidAmerican Energy Company,"Des Moines, IA",14,121240,221210,Sr. Data Engineer,Sr. Data Scientist | Data Engineer 3,56.1
"RESOURCE INTEGRATORS, LLC","Austin, TX",20,95000,541511,Data Engineer,Qa Analyst | Data Analyst,56.1
Spencer Gifts LLC,"Egg Harbor Township, NJ",8,160696,45322,"Associate Director, Data Architecture","Data Engineer | Senior Analyst, Unified Commerce",56.1
"Sun Life Financial (U.S.) Services Company, Inc.","Wellesley Hills, MA",16,112572,524113,Lead Engineer - Data Support,Senior Engineer - Data Support | Lead Product Manager,56.1
"Cornerstone Research, Inc.","Boston, MA",5,200000,54161,Senior Data Scientist,Data Scientist Ii | Data Science Manager,56.0
Fidelity Workplace Investing LLC d/b/a Fidelity Investments,"Boston, MA",18,103137,52399,Principal Data Engineer,Senior Systems Analyst | Senior Data Engineer,56.0
"HiddenLayer, Inc.","Leander, TX",5,200000,541519,Machine Learning Engineer,Staff Data Scientist | Lead Data Scientist,56.0
"Newmark & Company Real Estate, Inc.","New York, NY",5,235000,531210,Senior Data Ml Engineer,Investor Relations Coordinator | Principal Ai Engineer,56.0
"SciPlay Games, LLC","Cedar Falls, IA",13,138375,713290,"Associate Manager, Business Intelligence",Senior Gameplay Analyst | Business Intelligence Developer,56.0
Sriven Systems Inc,"Southlake, TX",20,94205,541511,Data Engineer,Database Administrator | Business Analyst,56.0
Avery Dennison Corporation,"Mentor, OH",15,115830,33994,Data Scientist,"Data Engineer | Manager, Intelligent Labels Process Analytics",55.9
"Data Concepts, LLC","Glen Allen, VA",15,116000,541512,Senior Programmer Analyst,Programmer Analyst | Data Devops Engineer,55.9
Fortrea Inc. f/k/a LabCorp Drug Development Inc.,"Durham, NC",11,140000,541690,Principal Statistical Programmer,Principal Stats Programmer | Manager Stats Programming,55.9
Maven Wave Partners LLC,"Chicago, IL",15,116064,541511,Data Engineer,Senior Cloud Data Engineer | Senior Business Intelligence Engineer,55.9
"The Nielsen Company (US), LLC","New York, NY",16,124900,541910,Senior Data Scientist,"Data Scientist | Senior Director, Technology",55.9
"Zoro Tools, Inc.","Chicago, IL",11,140000,811310,"Senior Director, Data & Ai",Senior Pricing Analyst | Business Intelligence Manager,55.9
"7-Eleven, Inc.","Irving, TX",20,93520,445120,Machine Learning Engineer,"Principal, Digital Analytics & Insight | Data Analyst",55.8
"Drivestream, Inc.","Sterling, VA",8,172500,541511,Programmer Analyst Ii,Programmer Analyst | Senior Programmer Analyst,55.8
Norfolk Southern Corporation,"Atlanta, GA",11,139500,482111,Senior Operations Research Specialist,Data Scientist I | Computer Vision Scientist Ii,55.8
"RICOH USA, INC.","Exton, PA",9,148526,561110,"Principal Analyst, Erp.It Applications","Application Support Analyst, Enterprise Solutions | Sr Analyst.Enterprise Solutions",55.8
"AJACE, Inc","Chantilly, VA",18,115000,541511,Solutions And Bi Architect,Data Scientist | Senior Data Engineer,55.7
HMH Hospitals Corporation,"Edison, NJ",9,161485,6221,Dts Lead Data Scientist,Dts Data Architect | Senior Business Analyst,55.7
Mastek Inc.,"Addison, TX",15,115000,541511,Senior Business Analyst,Business Analyst | Sr. Software - Quality Analyst,55.7
Paychex North America Inc.,"Rochester, NY",13,123858,541214,Data Scientist Ii,Data Engineer | Business Systems Analyst Iii,55.7
"Penske Truck Leasing Co., L.P.","Reading, PA",13,124000,48849,Data Engineer I,Senior Cloud Database Engineer | Associate Data Engineer Iii,55.7
"Flatiron Health, Inc.","New York, NY",14,119200,541715,"Director, Clinical Data",Senior Research Scientist | Research Scientist,55.6
GENERAL ELECTRIC COMPANY,"Cincinnati, OH",9,147600,336412,Research Scientist - Machine Learning,Research Scientist - Ai Machine Learning | Lead Engineer - High Assurance Systems,55.6
"HITECK SOLUTIONS, INC.","Monroe Township, NJ",19,97000,561311,Data Engineer,Application Developer | Programmer Analyst,55.6
MOYI INC,"New York, NY",20,92726,541511,Statistical Programmer,Business Intelligence Analyst | Data Engineer,55.6
"WWEX Franchise Holdings, LLC","Dallas, TX",13,130000,541614,Sr. Quality Assurance (Qa) Analyst,Sr. Quality Assurance Analyst | Sr. Data Engineer,55.6
"Accompany Health, Inc.","Bethesda, MD",6,210000,62111,Principal Data Engineer,Senior Machine Learning Engineer | Data Engineer,55.5
Berkley Insurance Company,"Greenwich, CT",17,105551,524126,Data Engineer,Product Management Analyst | Senior Business Intelligence Developer,55.5
Brunswick Corporation,"Mettawa, IL",14,118450,336612,Data Scientist,Digital Marketing Analyst | A/B Testing & Optimization Analyst,55.5
"C&S Wholesale Grocers, Inc.","Keene, NH",10,136292,424410,"Senior Systems Analyst, Transportation Systems","Principal Engineer, Dba | Senior Analyst, Web Application",55.5
