name,hq,data_filings,median_wage,naics,relevant_title,score
"Warnock, Tanner & Associates, Inc.","Toledo, OH",1,77043,541519,Database Administrator,22.5
"Wartsila North America, Inc.","Houston, TX",1,110000,423830,Battery Data Scientist,27.0
Washington College,"Chestertown, MD",1,,611310,Data Specialist,22.5
Washington Hospital Center Corporation,"Washington, D.C., DC",1,,622110,Business Intelligence Consultant,22.5
Watani LLC,"Alexandria, VA",1,72000,311811,Market Research Analyst,22.5
"WatchTower Technologies, Inc., d/b/a ThreeFlow","Chicago, IL",1,86700,541511,Data Analyst,22.5
Watts Regulator Company,"North Andover, MA",1,80253,332919,Bi Rotational Analyst,22.5
"Watts Water Technologies, Inc.","North Andover, MA",1,91146,33241,Planning Process Improvement Senior Analyst,22.8
"Wavemaker Global, LLC","New York, NY",1,135000,541810,"Associate Director, Business Analytics & Measurement",32.7
Way Fong LLC,"Queens, NY",1,,7223,Data Scientist,22.5
Wayne Farms LLC,"Oakwood, GA",1,110950,311615,Business Systems Analyst Ii,27.3
WAYWAY LOGISTICS INC,"Linden, NJ",1,,493110,Logistics Analyst,22.5
WB Orange Inc.,"Orange, CT",1,71500,722513,Performance Management Analyst,22.5
Wearparts Tillage Tools LLC,"Gothenburg, NE",1,115000,333111,Business Development Analyst,28.2
Wearparts Tillgate Tools LLC,"Gothenburg, NE",1,115000,333111,Business Development Analyst,28.2
Weave Community Inc.,"Cambridge, MA",1,,611420,Marketing Analyst,22.5
"Weaver Popcorn Manufacturing, LLC","Indianapolis, IN",1,52000,424450,Accounting & Supply Chain Analyst,22.5
"Weavix, Inc.","Wichita, KS",1,125000,5171,Product Data Analyst,30.5
Web Presence LLC,"Sarasota, FL",1,,541511,Reputation Analyst,22.5
WebBeds Americas Inc.,"Orlando, FL",1,69999,561599,Business Intelligence Developer,22.5
"WebHawkx, LLC","Laurel, MD",1,82098,541330,Technology Consultant / System Analyst,22.5
WebMD Professional Services LLC,"Newark, NJ",1,75409,519290,Business Analyst,22.5
"Webrunners, Inc.","Southfield, MI",1,135200,561320,It System Analyst,32.8
WebSideMan LLC,"Grand Rapids, MI",1,,541511,Data Engineering Consultant,22.5
Webster University,"St. Louis, MO",1,70000,611310,Data Analyst,22.5
Webull Pay LLC,"New York, NY",1,86000,5231,Business Analyst,22.5
Weetok Inc.,"New York, NY",1,,611710,Management Analyst,22.5
WeFix-Appliance LLC,"United States, FL",1,72000,811412,Market Research Analyst,22.5
Wego Chemical Group LP,"Great Neck, NY",1,80000,4246,Products Operations Analyst,22.5
Weichai America Corp.,"Rolling Meadows, IL",1,79000,54199,Data Analyst,22.5
Weisiger Group Inc.,"Charlotte, NC",1,140000,811310,It Business Analyst,33.9
Weitz & Luxenberg P.C,"New York, NY",1,80850,5411,Business Analyst,22.5
"WeJob HR Solutions, LLC.","Ithaca, NY",1,,541612,Data Scientist,22.5
"WellCare International, Inc.","Randolph, NJ",1,105600,4249,Marketing Research Analyst,26.0
Wellmart Heartlab INC,"Irving, TX",1,,621511,Business Intelligence Analyst,22.5
Wellness & Care Group of Texas,"Houston, TX",1,88000,561320,Management Analyst,22.5
"Wells Enterprises, Inc.","Le Mars, IA",1,100000,311520,"Data Scientist, Revenue Growth Management",24.8
"Wellsite LMS, Inc.","New York, NY",1,81000,611430,Research And Development Data Scientist,22.5
"Welocalize, Inc.","New York City, NY",1,123786,541930,Integrations Analyst Advisor,30.2
"Wen-Parker Logistics, Inc.","Elmont, NY",1,64085,488510,Pricing And Data Analyst,22.5
"WENABLE, INC.","Coppell, TX",1,74277,541511,Software Quality Assurance Analyst And Tester,22.5
"WePartner Group, LLC","Duluth, GA",1,,531312,Management Analyst,22.5
Werner Co.,"West Middlesex, PA",1,117542,326199,Senior Bi Business Analyst,28.8
Wesley Chapel Pharmacy LLC,"Wesley Chapel, FL",1,60528,456110,Business Analyst,22.5
West Bend Mutual Insurance Company,"West Bend, WI",1,142000,524210,Data Analytics Specialist,34.3
"West Creek Financial, Inc. (d/b/a Koalafi)","Richmond, VA",1,200000,522390,Senior Data Engineer,47.5
West Marine Products Inc.,"Fort Lauderdale, FL",1,115500,42391,Crm Analyst,28.3
West Palm Beach Housing Authority,"West Palm Beach, FL",1,75000,925110,Housing Management Analyst,22.5
"West Physics Consulting, LLC","Atlanta, GA",1,95000,541690,Clinical Data Scientist,23.6
West Publishing Corporation,"Eagan, MN",1,121111,51919,Senior Database Administrator,29.6
West Sea Inc,"Houston, TX",1,,42494,Data Analyst,22.5
"West Side Community Health Services, Inc.","St. Paul, MN",1,74443,621498,Healthcare Data Analyst,22.5
"Western Flyer Express, LLC","Oklahoma City, OK",1,59000,484121,Pricing Analyst,22.5
Western PA Home Health Association,"Pittsburgh, PA",1,68000,62161,Market Research Analyst,22.5
Westgate Technologies Inc.,"West Desmoines, IA",1,85717,541511,Technical Analyst,22.5
"WestRock Services, LLC d/b/a Smurfit Westrock","Atlanta, GA",1,129500,541420,"Sr. Analyst, Data Science & Engineering",31.5
Wetrans (United States) Limited.,"Plano, TX",1,,541614,Management Analyst,22.5
"WEVO, Inc.","Boston, MA",1,100000,5132,Sr. Insights Analytics Manager,24.8
"WGACA, LLC","Jersey City, NJ",1,82763,448150,Reporting Analyst,22.5
Wharf Marine Supply Inc,"Houston, TX",1,82500,424990,Management Analyst,22.5
Wheatland Tube LLC,"Chicago, IL",1,157125,33121,Lead Sap Applications Analyst,37.8
Wheaton College,"Wheaton, IL",1,67538,611310,Enrollment Management Data Analyst,22.5
WhirlWind Technologies LLC,"National Harbor, MD",1,159000,5415,Data Scientist,38.2
"White Cap Management, LLC","Atlanta, GA",1,127604,423710,Data Architect/Engineer,31.0
"White Cap Supply Holdings, LLC","Norcross, GA",1,120000,423710,Senior Hris Workday Analyst,29.3
Whiteboard Ventures Inc.,"New York, NY",1,,5416,Data Analyst,22.5
Whitegold Consulting LLC,"Irving, TX",1,86000,5613,Data Engineer,22.5
Whitehead Institute for Biomedical Research,"Cambridge, MA",1,82235,5417,Data Scientist,22.5
WhizOps Data Solutions LLC,"Sugar Hill, GA",1,,541512,Market Research Analyst,22.5
"Wholesalers USA, Inc.","Frederick, MD",1,,42332,Business Analyst,22.5
WICHITA STATE UNIVERSITY,"Wichita, KS",1,67999,611310,Niar Research Engineer-Statistician,22.5
"Wieland Metals, Inc.","Wheeling, IL",1,91500,331420,Sr. Analyst - Metals Sourcing,22.8
"Wieland Rolled Products North America, LLC","Louisville, KY",1,128000,331420,Business Intelligence And Digitalization Manager,31.1
Wiens Corporation,"Suwanee, GA",1,69098,541330,Business Intelligence Analyst,22.5
Wifhat Inc.,"Jersey City, NJ",1,,541511,Data Scientist/Engineer,22.5
Wight & Company,"Darien, IL",1,94000,54131,Data Scientist,23.4
Wildfish LLC,"Boston, MA",1,80000,424460,Data Analyst,22.5
Wilkes Artis Chartered,"Washington, DC",1,110000,541110,Technical Support Analyst,27.0
"William Barnet & Son, LLC","Spartanburg, SC",1,60500,313210,Business Planning/Analyst,22.5
"WILLIAM H. KOPKE, JR., INC.","Port Washington, NY",1,82763,424480,Data Scientist,22.5
Willsmarg Technologies LLC,"Richmond, VA",1,106944,541511,Ai/Ml Engineer,26.4
Wilmington University,"New Castle, DE",1,90000,611310,Business Intelligence Administrator,22.5
Wilson Tool International Inc.,"White Bear Lake, MN",1,100090,333514,Business Analyst (Sap),24.8
Wind Turbine and Energy Cables Corp.,"Hasbrouck Heights, NJ",1,67850,333611,Data Analyst,22.5
"Windrose Consulting Group, LLC","Conshohocken, PA",1,,541613,Analyst,22.5
Wingu LLC,"Liberty Hill, TX",1,84000,541511,It Analyst,22.5
Winick Realty Group LLC,"New York, NY",1,94500,531210,Gis Analyst/Specialist,23.5
Winkin Inc.,"New York, NY",1,,459910,Market Research Analyst,22.5
Winning Edge Solutions LLC,"Columbia, MD",1,103480,561320,Data Analyst,25.6
Winona IT LLC,"Warsaw, IN",1,,541511,It Systems Analyst,22.5
WINSTREAM IT LLC.,"Irving, TX",1,95000,541519,Grc Analyst,23.6
"WINTEK SOLUTIONS, INC.","South Windsor, CT",1,92000,541511,Senior Programmer Analyst,23.0
Winzer Corporation,"Plano, TX",1,52125,423120,Edi & Procurement Analyst,22.5
Wipfli LLP,"Milwaukee, WI",1,157500,5412,Guidewire Business Analyst (Master Consultant),37.8
"WireCo WorldGroup, Inc.","Prairie Village, KS",1,123600,331110,Data Engineer,30.1
"WiredHive, LLC","Mckinney, TX",1,,541511,Data Engineer,22.5
Wireless Media Consulting Inc.,"Fairfax, VA",1,125000,54169,Data Scientist,30.5
"WISDOM SOFT, INC.","Raleigh, NC",1,,541519,Database Developer,22.5
Wise I.T. Inc,"Troy, MI",1,64022,54151,Senior Business Analyst,22.5
Wisesorbent Technology LLC,"Marlton, NJ",1,,42499,Data Analyst,22.5
"Wisetek Providers, Inc.","Fairfax, VA",1,114100,541519,Computer System Analyst,28.0
"Wishi Fashion, Inc.","New York, NY",1,65000,455219,Market Research Analyst,22.5
"Wiss & Company, LLP","Florham Park, NJ",1,135000,541219,Senior Data Engineer,32.7
"WizardQuant, LLC","New York, NY",1,95000,523940,Business Development Analyst,23.6
Wizer Inc.,"Newton, MA",1,55000,611420,Market Research Analyst,22.5
WK Kellogg North America LLC,"Battle Creek, MI",1,185000,31123,"Senior Manager, Data Strategy & Analytics",44.1
WK Kellogg Sales LLC,"Battle Creek, MI",1,91930,31123,Sr. Customer Analyst,22.9
WL Doggett LLC,"Houston, TX",1,172500,3332,Director Of Business Intelligence,41.2
"WL Molding of Michigan, LLC","Portage, MI",1,61339,541330,Management Analyst,22.5
WLW Capital LLC,"Chicago, IL",1,68910,531390,Operations Research Analyst,22.5
Wm. Wrigley Jr. Company,"Chicago, IL",1,120000,3113,Data Scientist,29.3
"Wolfram Research, Inc.","Champaign, IL",1,60000,511210,Wolfram Data Scientist,22.5
Womox LLC,"Brooklyn, NY",1,81099,513210,Computer Systems Analyst,22.5
"Wonder Group, Inc.","New York, NY",1,149000,722511,Data Scientist,35.9
"Wood Group USA, Inc.","Houston, TX",1,67288,541330,Renewables Data Scientist - Kbgfjg324674-1,22.5
"Word Exploration Technologies, Inc.","Mclean, VA",1,120000,513210,Ai Engineer,29.3
Work For Pro Inc,"Faytteville, GA",1,78000,541511,Data Modeler,22.5
Workflow Informatics Corp.,"Wake Forest, NC",1,120000,541690,Research Informatics Scientist,29.3
WorkOnward Inc,"New York, NY",1,,51321,Ai Engineer,22.5
"WORLD BRANDS U.S., LLC","Miami, FL",1,66570,424820,Regional Marketing Analyst (Latam ),22.5
"WorldCare International, Inc.","Boston, MA",1,97000,621999,Data Analyst,24.1
"Worldcom Exchange, Inc.","Salem, NH",1,110000,541519,Business Analyst,27.0
"Worldlawn Power Equipment, Inc.","Beatrice, NE",1,96000,3339,Business Development Analyst,23.9
WorldOne Inc.,"New York, NY",1,128000,513210,"Senior Analyst, Client Analytics",31.1
Worldview Incorporated,"New York, NY",1,185000,51321,Senior Machine Learning Engineer,44.1
"Worldwide Flight Services, Inc.","Irving, TX",1,92914,488190,Business Intelligence Developer,23.2
Worldwide Superabrasives LLC,"Boynton Beach, FL",1,52000,327910,Management Analyst,22.5
"Worldwide, Inc.","Miami Beach, FL",1,85000,711310,Business Producer Analyst,22.5
Worldwise Plastics LLC,"Lewisburg, TN",1,48693,336360,Data Analyst-Import/Export & Customs Specialist,22.5
Worthington Cylinder Corporation,"Columbus, OH",1,73320,3312,Data Engineer,22.5
WORTHIX CORP,"Alphareytta, GA",1,100000,541519,Sr. Machine Learning Engineer,24.8
"WPP Group USA, Inc.","New York, NY",1,67275,541810,Global Commercial Analyst,22.5
WREFS WELDING LLC,"Houston, TX",1,50688,423840,Market Analyst,22.5
WSD LED INC.,"Mckinney, TX",1,60000,335122,Operations Research Analyst,22.5
"WSMS, LLC","Orlando, FL",1,,53112,Business Intelligence Analysts,22.5
"WTAnow, LLC","Herndon, VA",1,84864,541512,Data Analyst,22.5
Wu Law Group P. C.,"Flushing, NY",1,,5411,Market Statistical Analyst,22.5
Wuhoo Tropicals LLC,"Rosenberg, TX",1,,444240,Optimization Analyst,22.5
WUNDERMAN THOMPSON DATA CONSULTING LLC,"New York, NY",1,189000,541810,Senior Data & Technology Consultant,45.0
Wurth Baer Supply Co.,"Vernon Hills, IL",1,68786,423310,Sales Data Analyst,22.5
Wynn Global Logistics Inc.,"East Brunswick, NJ",1,82763,493190,Business Intelligence Analyst,22.5
"Wynneford Advisors, LLC","Raleigh, NC",1,110000,541614,Senior Supply Chain Analyst,27.0
"X-GENE, INC.","Sparks, MD",1,,6215,Clinical Data Analyst,22.5
"XC Car Cafe, LLC","Lansing, MI",1,70595,441120,Business Intelligence Analyst,22.5
XCEL DIGIT INC,"Waxahachie, TX",1,70075,541511,It Systems Support Analyst,22.5
"Xcelligen, Inc.","Herndon, VA",1,65125,541512,Jr. Database Administrator,22.5
"Xcelsius, Inc.","Okemos, MI",1,113000,541511,Etl Developer/Ab Initio Developer,27.7
Xebra LLC,"Skokie, IL",1,72405,541330,Sap Analyst,22.5
Xenon of Florida LLC,"Miami, FL",1,83429,561110,Business Intelligence Analyst,22.5
Xenon Pharmaceuticals USA Inc.,"Needham, MA",1,140000,3254,"Manager, Commercial Analytics",33.9
XGARE TECHNOLOGIES LLC,"Famers Branch, TX",1,92040,541511,Data Scientist,23.0
XIANDONG SHI MD,"Flushing, NY",1,,621111,Data Analyst,22.5
Xiang Hunan Inc,"Jersey City, NJ",1,,722511,Management & Operations Analyst,22.5
Xilin USA Corp.,"Houston, TX",1,50000,423820,Business Intelligence Analyst,22.5
XL Specialty Insurance Company,"Stamford, CT",1,79914,524126,"Data Analyst, Risk Consulting",22.5
Xllow Inc,"Norwalk, CT",1,76440,541511,Business Analyst,22.5
XM Data Strategies Inc,"Hinsdale, IL",1,68000,541519,Business Analyst,22.5
XO Global LLC,"Fort Lauderdale, FL",1,97807,481219,"Database Administrator, Salesforce",24.3
"XOEye Technologies, Inc.","Nashville, TN",1,163322,561210,Senior Data Scientist,39.2
Xomox PFT Corp.,"Cincinnati, OH",1,118000,332912,Global Business Analyst,28.9
"Xpedite Technologies, Inc.","Robbinsville, NJ",1,93808,541511,Computer Systems Analyst,23.4
XpertsInfoTech Inc.,"Columbia, MD",1,100000,541511,Programmer Analyst,24.8
"XPO Enterprise Services, LLC","Charlotte, NC",1,112424,541614,"Senior Analyst, Business Intelligence",27.6
XpressDocs Partners Ltd.,"Fort Worth, TX",1,105625,541860,Data Scientist,26.1
"Xsell Resources, Inc.","Fort Washington, PA",1,,54151,Analyst,22.5
"XSELL Technologies, Inc.","Chicago, IL",1,174143,541519,"Vp, Data Science",41.6
"Xsolis, Inc.","Franklin, TN",1,90057,513210,Data Engineer Ii,22.5
XTRACIT INC,"Charlotte, NC",1,,541511,Splunk Analyst,22.5
XTRADS MEDIA INC.,"Long Island City, NY",1,,541810,Market Research Analyst,22.5
Xtreme Xperience LLC,"Chicago, IL",1,75000,61162,Data Analyst,22.5
Xyram Software Solutions LLC,"Columbia, MD",1,120000,541511,Lead Business Analyst,29.3
XYZ Power Capital LLC,"Wilmington, DE",1,150000,52393,Data Scientist,36.1
Y-Max Wireless LLC,"Houston, TX",1,53144,423690,Operations Research Analyst,22.5
Ya Guan Florida LLC,"Doral, FL",1,50000,722511,Operations Analyst,22.5
"Yacub Law Office, LLC","Woodbridge, VA",1,52437,541110,Business Analyst,22.5
YAI-National Institute for People with Disabilities,"New York, NY",1,64563,624190,Data Analyst,22.5
Yale New Haven Hospital,"New Haven, CT",1,131635,62211,Hvc Program Analyst,32.0
Yanagi Trading LLC,"Dallas, TX",1,71365,4251,Database Administrator,22.5
YantraTek LLC,"Alpharetta, GA",1,102877,541511,Software Engineer ( Data Analyst ),25.4
Yarewin LLC,"Burlington, MA",1,84032,541512,Business Intelligence Analyst,22.5
Yashraj Technologies Inc.,"Farmington Hills, MI",1,97800,541511,Systems Developer/Analyst,24.3
"Yaskawa America, Inc.","Waukegan, IL",1,120350,335314,Senior Sap Functional/Developer Analyst,29.4
YATA CONSULTING SOLUTIONS LLC.,"Cranbury, NJ",1,112000,5415,Business Intelligence Specialist,27.5
"Ybor Technology, LLC","Tampa, FL",1,220000,541910,Staff Ml Ops Engineer,47.5
YDS Pharmatech Inc.,"Albany, NY",1,105000,541519,Machine Learning Engineer,25.9
Yeaher Inc.,"New Castle, DE",1,65000,454110,Market Research Analyst,22.5
"Yes Hardsoft Solutions, Inc.","Wilmington, DE",1,109800,541511,Technical Analyst,27.0
"Yesmail, Inc.","Bellevue, NE",1,97500,511140,Sr. Business Systems Analyst,24.2
"YETI COOLERS, LLC","Austin, TX",1,180000,326140,Sap Master Data Manager,43.0
YGFNYC2 LLC,"New York, NY",1,80000,72251,Management Analyst,22.5
YHYS LLC,"Nashville, TN",1,54309,236220,Data Analyst,22.5
YIFEW LLC,"Orlando, FL",1,75691,513210,Data Scientist,22.5
Yocto Investments LLC,"New York, NY",1,70000,52399,Market Research Analyst,22.5
Yonz Technology US Inc.,"Houston, TX",1,,332312,Business Intelligence Analyst,22.5
YORK INTERNATIONAL CORPORATION,"Milwaukee, WI",1,83346,238220,Forecast Analyst,22.5
Yorosis Technologies,"Plano, TX",1,95000,541511,Data Analytics Engineer,23.6
Yoshi Inc.,"Nashville, TN",1,124550,811111,Data Science Manager,30.4
YOTRUTH INC,"Potomac, MD",1,,441330,Business Analyst,22.5
Yotta Tech Ports Inc,"Mechanicsville, VA",1,130000,541512,Lead Data Engineer,31.6
YouParcel Inc,"Secaucus, NJ",1,85000,481112,Operations Research Analyst,22.5
Your Part-Time Employer LLC,"Philadelphia, PA",1,89752,54121,Data Analyst,22.5
YOY  Technologies LLC,"Avenel, NJ",1,82763,541511,Data Scientist,22.5
YP MANAGEMENT Inc.,"Somerville, NJ",1,,236116,Marketing Research Analyst,22.5
"Ypulse, Inc.","New York, NY",1,70000,541910,Research Analyst,22.5
YSK Capital LLC,"Newark, DE",1,,541611,Business Analyst,22.5
Ytech Management LLC,"Miami, FL",1,,531311,Marketing Analyst,22.5
Yu Cha Corp.,"Woodside, NY",1,,722515,Management Analyst,22.5
"YU SHAN CO., U.S.A., LTD.","Amityville, NY",1,66000,42321,Operations Research Analyst,22.5
Yue Min Group LLC,"Corona, NY",1,,425120,Business Intelligence Analyst,22.5
YUELU MOUNTAIN HOLDING INC.,"Flushing, NY",1,,722511,Market Research Analyst,22.5
Yum Brew LLC,"Englewood Cliffs, NJ",1,70000,445298,Marketing Analyst “ E-Commerce Focus,22.5
YUMI INC.,"Sea Bright, NJ",1,,722511,Management/Business Analyst,22.5
Yurogen Biosystems LLC,"Worcester, MA",1,71500,5417,Biostatistician,22.5
Yuvan LLC,"The Colony, TX",1,80371,6214,Marketing Analyst,22.5
Z Abidi Group LLC,"Gaithersburg, MD",1,102274,541511,Data Analyst,25.3
Z Cellular LLC,"Houston, TX",1,73174,449210,Information Security Analyst,22.5
"Zacks Investment Research, Inc.","Chicago, IL",1,95493,52399,Software Development Analyst,23.7
ZAIN BUSINESS INC,"Houston, TX",1,86000,517112,Database Administrator,22.5
"ZAPCOM GROUP, INC.","Irving, TX",1,70000,541511,Database Administrator,22.5
ZAQA INC.,"Cambridge, MA",1,110000,541511,Principal Operations Analyst,27.0
"Zealic Health, Inc.","Raleigh, NC",1,90100,541511,Business Analyst,22.5
Zealous Solutions,"Novi, MI",1,106000,541511,Computer Systems Analyst,26.1
Zeller & Gmelin Corporation,"Richmond, VA",1,75000,325910,Financial Analyst,22.5
Zenguan Corp.,"Norcross, GA",1,,44424,Marketing Analyst,22.5
"Zenik Market Technologies, LLC","Pittsburgh, PA",1,99999,541910,Head Of Data Analytics,24.8
Zenith Cloud LLC,"Irving, TX",1,63066,541511,Business Analyst,22.5
ZENOVA Global Consulting INC,"Flushing, NY",1,75733,541690,International Business Strategy Analyst,22.5
"Zensors, Inc.","Pittsburgh, PA",1,89565,541511,Data Engineer,22.5
Zeon Chemicals L.P.,"Louisville, KY",1,140000,3259,It Sap & Bi Functional Manager,33.9
