name,hq,data_filings,median_wage,naics,relevant_title,score
Alachua County Board of County Commissioners,"Gainesville, FL",1,62386,92119,Programmer Analyst,22.5
"Alacriti Payments, Inc.","Bridgewater, NJ",1,115000,54151,Business Analyst,28.2
Alamedatech Solutions  LLC,"Cedar Park, TX",1,92914,541511,Business Analyst,23.2
Alatine NJ Consulting LLC,"Cumming, GA",1,90000,541512,Data Scientist,22.5
"Albany Information Technology Group, LLC","Albany, NY",1,100000,541511,Senior Qa Test Analyst,24.8
ALBANY MED HEALTH SYSTEM,"Albany, NY",1,86650,622110,Service Line & Analytics Administrator,22.5
Alberta Staffing Inc,"Monmouth Junction, NJ",1,93226,541511,Database Administrator,23.2
Alchemy Telco Solutions LLC,"Miramar, FL",1,62000,517121,Market Research Analyst And Marketing Specialist,22.5
"Alcoholics Anonymous World Services, Inc.","New York, NY",1,100000,813319,Business Analyst,24.8
ALCOR Scientific LLC,"Smithfield, RI",1,104880,33911,Senior Business Intelligence Analyst,25.9
"Alderson Loop, LLC","Sykesville, MD",1,115000,541613,Sr Business Analyst,28.2
Alegent Creighton Clinic,"Omaha, NE",1,,621111,Clinical Data Analyst,22.5
"Aleph Labs, Inc.","New York, NY",1,210000,513210,"Research Engineer, Applied Ai",47.5
"ALERE, INC.","Chicago, IL",1,125000,32541,"Manager, Market And Business Intelligence",30.5
Alert Home Services Corporation,"Edison, NJ",1,79976,62161,Automation Analyst,22.5
Aletheia Marketing and Media Inc.,"Dallas, TX",1,150000,541613,Ai Engineer,36.1
Alfa Laval Inc.,"Richmond, VA",1,71594,42383,Systems & Data Specialist,22.5
AlfredAI Inc.,"Austin, TX",1,95493,541511,Ai/Ml Engineer & Product Manager,23.7
ALFVO LLC.,"Parsippany, NJ",1,95493,561311,Associate Data Engineer,23.7
ALGORITHM OF LEARNING INC.,"Austin, TX",1,50000,54199,Marketing Analyst,22.5
"ALGORITHM, INC.","Vienna, VA",1,107682,5416,Business Systems Data Analyst,26.5
ALGOVORTEX INC,"Chicago, IL",1,85800,541690,Ai Engineer,22.5
Alhadi Wireless INC.,"Peoria, IL",1,,517112,Data Analytics Analyst,22.5
Alice & Olivia LLC,"New York, NY",1,112000,541490,Data Analyst (Data Scientist),27.5
Alice Tech Solutions LLC,"Irving, TX",1,98301,541511,Data Base Analyst,24.4
"ALIGNED MARKETPLACE, INC.","New York, NY",1,112000,513210,Data Engineer,27.5
ALIN MACHINING COMPANY LLC,"Melrose Park, IL",1,68786,332710,Business Analyst,22.5
"Aline Ops, LLC","Louisville, KY",1,68194,6233,Business Intelligence Analyst,22.5
"Aliro Technologies, Inc.","Brighton, MA",1,150000,513210,Research Scientist,36.1
ALL AMERICAN ELECTRONIC TECHNOLOGY INC,"Farmers Branch, TX",1,90000,517122,Data Analyst,22.5
ALL HVAC INC.,"Brooklyn, NY",1,65333,238220,Database Administrator,22.5
All Medical Inc,"West Columbia, SC",1,91062,423450,Management Analyst,22.7
"All Strong Industry (USA), Inc.","Lawrenceville, GA",1,,33792,Logistics Analyst,22.5
"All Terminal Services, LLC","Fort Worth, TX",1,90000,488210,Machine Learning Engineer,22.5
ALL-WIN GROUP LLC,"East Brunswick, NJ",1,65333,54199,Database Administrator,22.5
"ALLAY PHARMACEUTICALS, LLC","Miami, FL",1,87110,32541,Computer And Information Research Scientist,22.5
AllCare Plus Pharmacy Inc.,"Durham, NC",1,135000,541618,Senior Database Management Specialist,32.7
Allegheny College,"Meadville, PA",1,52000,611310,Institutional Research And Decision Support Analyst,22.5
"Allen & Gerritsen, Inc.","Boston, MA",1,78500,541810,Analyst,22.5
"Allergan USA, Inc.","North Chicago, IL",1,175000,3254,Senior Data Engineer - Platform,41.8
"ALLETE, Inc.","Duluth, MN",1,63999,221118,Business Systems Analyst I,22.5
Alliance Global Tech Inc,"Columbia, MD",1,67350,541511,Computer System Analyst,22.5
"Alliance Health Systems, LLC","Matawan, NJ",1,60000,621999,Junior Data Analyst,22.5
Alliance Insource Inc,"Mclean, VA",1,67995,541511,Data Analyst,22.5
Alliance Mart LLC,"Peachtree Corners, GA",1,58822,518210,Database Administrator,22.5
"Alliant Health Group, Inc.","Atlanta, GA",1,77695,541611,Data Analyst,22.5
"ALLIED ELECTRONICS, INC.","Bristol, PA",1,70000,459999,Software Quality Assurance Analyst And Tester,22.5
Allied Interior Solutions LLC,"Desoto, TX",1,94500,327991,Market Research Analyst,23.5
Allied Tec Inc,"Carrollton, TX",1,75088,541519,Azure Data Engineer,22.5
ALLIEDMEDIX RESOURCES INC.,"Kew Gardens, NY",1,,621340,Computer Systems Analyst,22.5
Allina Health System,"Minneapolis, MN",1,81931,622110,Systems Analyst,22.5
AllSci Corp,"N. Bethesda, MD",1,140000,541715,Applied Scientist,33.9
Allshore Technologies LLC,"Boxborough, MA",1,115000,541511,Business Intelligence Reports Developer,28.2
Allspice Inc.,"Somerville, MA",1,165000,541715,Sr. Software Engineer (Parsing & Data Structures),39.5
"Allstar Homecare Agency, Inc","Brooklyn, NY",1,,6216,Business Analyst,22.5
Allucent Government Services (US) LLC,"Cary, NC",1,174292,54171,"Associate Director, Statistical Programming",41.7
Allure Gems LLC,"New York, NY",1,60000,423940,Marketing Analyst,22.5
"ALM First Analytics, LLC","Dallas, TX",1,90000,52399,Data Solutions Specialist,22.5
Alma Ceramic Granite and Limestone Fabrication and Installation LLC,"Milford, OH",1,69711,327991,Management Analyst,22.5
"Almac Clinical Technologies, LLC.","Souderton, PA",1,74717,54171,Software Testing Analyst 2,22.5
Aloysius Butler & Clark Associates Inc.,"Wilmington, DE",1,80642,541810,Media And Information Systems Analyst,22.5
Alpha Business Solutions,"Red Bank, NJ",1,145000,541214,Drug Safety Business Analyst,35.0
"Alpha Clinical Systems, Inc.","Piscataway, NJ",1,127000,541511,It Project Manager (Ai/Data Architecture And Engineering),30.9
"Alpha Financial Markets Consulting, Inc.","New York, NY",1,260000,523940,Insurance Data & Analytics Lead,47.5
Alpha International Trade Inc,"Romeoville, IL",1,88000,454110,Pricing Analyst,22.5
Alpha IT Global LLC,"Sugarland, TX",1,115000,518210,Financial Data Analyst,28.2
Alpha Sapience Consulting Inc,"King Of Prussia, PA",1,95000,541511,Computer Analyst Programmer,23.6
Alphadyne Asset Management LP,"New York, NY",1,140000,523940,Data Analytics Developer,33.9
AlphaMeld Corporation,"Guilford, CT",1,,5417,Operation Research Analyst,22.5
Alphind Healthcare Inc.,"Charlotte, NC",1,88360,541511,Data Engineer,22.5
Alpine Capital Advisors LLC,"New York, NY",1,80000,523930,Analyst,22.5
ALT America Inc,"Buford, GA",1,54080,336310,Market Research Analyst,22.5
Alter Domus Inc.,"Chicago, IL",1,106974,52399,Business Analyst,26.4
Alterman Management Group Inc.,"Live Oak, TX",1,75050,238210,Supply Chain Analyst,22.5
Alterstaff Inc.,"Flushing, NY",1,100000,541512,Development & Database Administrator,24.8
"Altitude Cares, Inc.","Carmel, IN",1,240000,541511,Founding Machine Learning Engineer,47.5
"ALTIVIA Petrochemicals, LLC","Houston, TX",1,115745,325110,Business Operations And Data Logistics Analyst,28.4
Altumint Inc.,"Lanham, MD",1,100000,513210,Machine Learning Engineer,24.8
"Altura Stone and Tile, LLC","Norcross, GA",1,60000,423320,Database Administration Manager,22.5
Altus Enterprises Inc.,"Billerica, MA",1,98072,541714,Data Engineer,24.3
"Altus Power America Management, LLC","Stamford, CT",1,94370,221114,Production Analyst,23.5
"Alvarez & Marsal North America, LLC","New York, NY",1,85000,54161,Analyst,22.5
"Alvarez & Marsal Public Sector Services, LLC","New York, NY",1,95000,54161,Analyst,23.6
"Alvin Ailey Dance Foundation, Inc.","New York, NY",1,95000,7111,Data Analyst/Database Specialist,23.6
AM Distributing LLC,"Carrollton, TX",1,,455219,Operation Research Specialist,22.5
AM/NS Calvert LLC,"Calvert, AL",1,78000,331110,"Analyst Iii, Process Management",22.5
AMA Global Technology Inc,"Budd Lake, NJ",1,123000,541511,Data Scientist,30.0
"AMA Insurance Agency, Inc.","Chicago, IL",1,106500,524210,Data Analyst Iii,26.2
Amani Global LLC,"Lewisville, TX",1,,523150,Business Analyst,22.5
Amanicare Services Inc,"Mankato, MN",1,,621610,Operation Analyst,22.5
AMAZING COMMUNITY PHARMACY LLC,"Bronx, NY",1,93226,456110,Database Administrator,23.2
"AMBIQ MICRO, INC.","Austin, TX",1,167500,334413,"Staff Engineer, Machine Learning",40.1
Amborella LLC,"Plano, TX",1,71000,551112,Operations Research Data Analyst,22.5
Ambright Tech LLC,"Mckinney, TX",1,120000,541511,Senior Data Engineer,29.3
"Ambrosia Parade Restaurant, LLC","Old Bridge, NJ",1,73590,722513,Business Analyst,22.5
AMEIST LLC,"Warren, NJ",1,80000,455219,Market Research Analyst,22.5
"AMEKOR INDUSTRIES, INC.","Conshohocken, PA",1,65208,42499,Business Analyst,22.5
Amerant Bank N.A.,"Coral Gables, FL",1,123600,522110,Data & Analytics Senior Analyst,30.1
American Board of Internal Medicine,"Philadelphia, PA",1,145000,813212,Principal Database Developer,35.0
American Broadband Holding Company,"Overland Park, KS",1,145000,517919,Bi Data Architect/Senior Manager,35.0
American Dental Designs,"Montgomeryville, PA",1,65000,339116,Market Research Analyst And Marketing Specialist,22.5
"AMERICAN DREAM HOME GOODS, INC.","Elizabeth, NJ",1,,4232,Data Analyst,22.5
"American Drug Center, Inc.","Virginia Beach, VA",1,101358,456199,Senior Business Analyst,25.1
"American Eagle Shirts and More, LLC","Pensacola, FL",1,52521,424990,Business Systems Analyst,22.5
"American Furniture Rentals, Inc.","Pennsauken, NJ",1,110000,532289,Business Intelligence Developer,27.0
American Health Reform Solutions LLC,"Oakland Park, FL",1,110000,524210,Business Intelligence Developer,27.0
"American Hydrostatics Distribution, Inc.","Troy, MI",1,74277,811310,Operations & Business Analyst,22.5
"American Industrial Transport, Inc.","St. Charles, MO",1,81600,532411,Senior Operations Analyst,22.5
American Institute of Healthcare and Technology LLC,"Stratford, CT",1,,611710,Management Analyst,22.5
American Jerah International Corporation,"Houston, TX",1,57450,42383,Market Research Analyst,22.5
American Marketing & Publishing LLC,"Dekalb, IL",1,69000,541613,Data Analyst,22.5
"American Marketing & Publishing, L.L.C.","Dekalb, IL",1,69000,541613,Data Analyst,22.5
AMERICAN MAX SPEED TUNING TECHNOLOGY LIMITED,"Orlando, FL",1,72000,441330,Market Research Analyst,22.5
"American Medical & Dental Supplies, Inc.","Montvale, NJ",1,82560,423450,Computer Systems Analyst,22.5
"American Metalcraft, Inc.","Franklin Park, IL",1,71594,33111,Data Analyst,22.5
American Paragim Schools,"Philadelphia, PA",1,70000,611710,Education Data Analyst,22.5
American Psychological Association,"Washington, DC",1,120867,541720,Senior Business Intelligence Developer,29.5
"American Public Education, Inc.","Charles Town, WV",1,119485,611310,"Manager, Advanced Analytics",29.2
American Scholarly Publishing Group Inc.,"Mount Dora, FL",1,,513130,Business Analyst,22.5
"American Signature, Inc.","Columbus, OH",1,121139,44211,Sr. Business Intelligence Analyst,29.6
American Society for Clinical Pathology,"Chicago, IL",1,95480,813920,Lead Business Analyst,23.7
American Society for Microbiology,"Washington, DC",1,106181,813920,Data Analyst,26.2
American Specialty Health Inc.,"Carmel, IN",1,118673,52429,Database Engineer,29.0
American Stitch LLC,"New York, NY",1,56784,424350,Market Analyst,22.5
American Technology Experts Inc,"Plano, TX",1,90667,541511,Business Analyst,22.7
American Torch Tip Company,"Bradenton, FL",1,102952,423990,Database Administrator Ii,25.4
"American Water Works Service Company, Inc.","Camden, NJ",1,130000,22131,"Senior Solution Engineer, Sap Functional Analyst “ Isu Crm",31.6
American Wire Group LLC,"Aventura, FL",1,66560,42361,Procurement Analyst,22.5
AmeriCloud Telecom Solution’s LLC,"Schaumburg, IL",1,85500,541330,Rf Data Analyst,22.5
"Americollect, Inc.","Manitowoc, WI",1,90000,56144,Business Intelligence Analyst,22.5
Ameripark LLC,"Miami, FL",1,66300,54161,Senior Business Analyst,22.5
"Ameriprise Bank, FSB","Minneapolis, MN",1,130083,522180,Senior Enterprise Data Governance Manager,31.6
AmeriPro EMS LLC,"Atlanta, GA",1,66650,621910,Data Analyst,22.5
Ameris Bancorp,"Atlanta, GA",1,91000,522110,Balboa - Quantitative Model Analyst,22.7
AmeriSave Mortgage Corporation,"Sandy Springs, GA",1,220500,522292,"Sr. Director, Data Science & Artificial Intelligence",47.5
"Ames Companies, Inc.","Orlando, FL",1,153717,332216,Erp Technical Analyst,37.0
"Amesbury Industries, Inc.","Edina, MN",1,51147,488510,Distribution Analyst,22.5
"AMETEK, Inc.","Eighty Four, PA",1,87984,335312,Business Systems Analyst,22.5
Ameya Data Solutions Inc,"Mckinney, TX",1,70075,541512,Data Engineer,22.5
Amherst H Wilder Foundation,"Saint Paul, MN",1,60715,813211,Data Analyst,22.5
Amicus Systems Inc,"Forest Hills, NY",1,90000,541511,Data Analyst,22.5
Amipi Incorporation,"New York, NY",1,68000,423940,Operations Research Analyst,22.5
AMIVA Equity Partners LLC,"New York, NY",1,120000,541611,Data Analyst,29.3
"Amko Software Solutions, Inc.","Charlotte, NC",1,101192,541512,Sap Finance (Fi/Co) Analyst,25.0
"AMMADAR, LLC","Columbia, SC",1,,541511,Business Analyst,22.5
"AMN Healthcare, Inc.","Dallas, TX",1,127267,561320,Sr. Business Intelligence Analyst,31.0
Amnet Tech LLC,"Leander, TX",1,140000,541511,Data Engineer,33.9
"AMO Sales & Service, Inc","New Brunswick, NJ",1,115000,42399,"Senior Analyst, Digital Sales Strategy",28.2
AMP Solutions LLC,"Nutley, NJ",1,105227,54151,Data Engineer,26.0
Amphenol Corporation,"Wallingford, CT",1,80730,237130,Sales Analyst,22.5
"Amphenol Tecvox, LLC","Tanner, AL",1,,541330,Operations Research Analyst,22.5
Amplyus LLC,"Arlington, MA",1,66633,334516,Operations Research Analyst,22.5
"Amruta, Inc.","Fredericksburg, VA",1,,541512,Data Scientist,22.5
AMS HEALTH CORP,"New York, NY",1,80000,5613,Healthcare Strategy Analyst,22.5
AMS Planning & Research Corp.,"Southport, CT",1,55498,541611,Art Market Research Analyst,22.5
"AMS Staffing, Inc.","Highland Park, IL",1,125000,561320,Senior Java Programmer Analyst,30.5
Amsive LLC,"Bolingbrook, IL",1,94074,541860,Sr. Data Scientist,23.4
AmSpec LLC,"Cranbury, NJ",1,79456,541380,Business System Analyst,22.5
AMSYS International Inc,"Houston, TX",1,80500,541511,Systems Analyst,22.5
"AMT Group, LLC","Niles, IL",1,87559,4244,Data Analyst,22.5
Amtech Analytics LLC,"Aurora, IL",1,109242,541512,Lead Data Architect,26.9
Amvi Software Inc,"Ellicott City, MD",1,78000,541618,Quality Assurance Analyst,22.5
"AmWINS Group, LLC","Charlotte, NC",1,125000,5241,Business Intelligence Developer,30.5
Amy Oil and Gas Inc,"Jasper, TX",1,68682,457110,Information Systems Analyst,22.5
"An Phat International, Inc","Houston, TX",1,83000,424610,Operations Research Analyst,22.5
"AN Texas Region Management, Ltd.","Irving, TX",1,62857,441110,Payroll Analyst,22.5
"ANAGHA SOLUTIONS, INC.","Leander, TX",1,122970,541511,Software System Developer/Analyst,30.0
ANALITICA Global Inc.,"San Antonio, TX",1,80000,541613,Senior Industry Analyst,22.5
"Analytical Solutions by Kline, LLC","Parma, OH",1,,541519,Data Base Administrator,22.5
ANALYTIQ  SOLUTIONS LLC,"Newark, DE",1,82950,541511,Business Analyst,22.5
Analytiq Techno Soft LLC,"Hamilton, NJ",1,86278,541511,Data Scientist,22.5
AnalytiQ’s Inc,"Germantown, MD",1,,541511,Programmer Analyst,22.5
Anamatics LLC,"Northbrook, IL",1,125000,541512,Data Strategist,30.5
Anaqua Inc.,"Boston, MA",1,84460,541519,"Associate, Data Scientist",22.5
Anatta IT Solutions Inc,"Alpharetta, GA",1,86403,541511,It Business Analyst,22.5
Anchor Bank,"Palm Beach Gardens, FL",1,44907,522110,Marketing Analyst,22.5
AND IT Tech LLC,"Cary, NC",1,103272,541511,Data Engineer,25.5
ANDHUS TECHNOLOGIES INC,"Itasca, IL",1,137000,541511,Systems Analyst,33.2
Android Industries LLC,"Auburn Hills, MI",1,118178,33999,Sql Bi Developer,28.9
"Andys Wholesale, Inc.","Douglasville, GA",1,85000,424410,Market Research Analyst,22.5
"ANGARAI INTERNATIONAL, INC.","College Park, MD",1,90000,54161,Business Analyst,22.5
"Angel's Pharmacy I, Inc.","Orlando, FL",1,200000,446110,Pharmaceutical Operations Analyst,47.5
"Angkor Resource Center, Inc.","Riverdale, GA",1,42500,624190,Market Research Analyst,22.5
Angstrom Advanced Inc.,"Stoughton, MA",1,,334516,Market Research Analyst,22.5
"ANGSTROM ALUMINUM CASTINGS TEXAS, LLC","Troy, TX",1,60000,331523,Management Analyst (International Supply Chain),22.5
Angstrom Electric LLC,"Pontiac, MI",1,79000,336350,Database Administrator,22.5
"Anheuser-Busch Commercial Strategy, LLC","St. Louis, MO",1,115918,312120,Sr. Data Development Operations Engineer,28.4
Anion Marketing LLC,"Frisco, TX",1,105997,541511,Machine Learning Engineer,26.1
ANIRA SOLUTIONS INC,"Ashburn, VA",1,110864,541511,Data Engineer,27.2
ANITHA SOLUTIONS LLC,"Haslett, MI",1,96013,541618,Sr. Business Analyst,23.9
Anixter Inc.,"Glenview, IL",1,100000,423610,Senior Analyst- Business Systems,24.8
Aniz Inc.,"Atlanta, GA",1,80000,624190,Data Manager,22.5
Anjaneya Drugs LLC,"Trenton, NJ",1,,45611,Management Analyst,22.5
Anne  Weiss,"Longmeadow, MA",1,45490,54161,Market Research Analyst,22.5
"Annuitas, Inc.","Atlanta, GA",1,135000,541613,"Lead Data Engineer, Demand Intelligence",32.7
"Anointed HHC, Inc.","Plano, TX",1,67200,621610,Management Analyst,22.5
"Anokiwave, Inc.","Billerica, MA",1,122080,54169,Senior Data Engineer,29.8
Ant Team Service Corp,"Marlon, NJ",1,,561320,Business Analyst,22.5
Ante Inc.,"New York, NY",1,75733,711410,Management Analyst,22.5
Anthelion Capital Holdings LP,"New York, NY",1,120000,523940,Data Scientist,29.3
"Anthem, Inc.","Indianapolis, IN",1,97614,524114,Data Scientist Sr,24.2
"Anton Paar USA, Inc.","Ashland, VA",1,83200,423490,Business Analyst And Assistant Manager,22.5
"Antonio Giamberduca, LLC","Chicago, IL",1,,541613,Marketing Research Analyst,22.5
Anywhere Advisors LLC,"Madison, NJ",1,132080,531210,Sr. Developer / Sr. Lead Analyst Data And Analytics,32.1
Aon Investments USA Inc.,"Chicago, IL",1,140000,5239,Sr. Eagle Pace Data Product Lead,33.9
"Aon Risk Services, Inc. of Maryland","Chicago, IL",1,95386,524210,It Analyst - Applications,23.7
AP MGMT SOLUTIONS,"Mounds View, MN",1,,531311,Operating Analyst,22.5
AP USA LLC,"Winter Garden, FL",1,63710,424490,Computer Systems Analyst,22.5
Aperto Solutions LLC,"Princeton, NJ",1,92000,541511,Qa – Analyst. (Tester),23.0
ApeVue Inc.,"New York, NY",1,80850,518210,Back-End Data Scientist,22.5
"Apex Clean Energy, Inc.","Charlottesville, VA",1,90043,54162,Gis Analyst,22.5
Apex Logistics International (ORD) Inc.,"Bensenville, IL",1,58240,541614,Logistics Analyst,22.5
"Apex Medical Research d/b/a AMR, Inc.","Chicago, IL",1,69035,54171,Research Analyst,22.5
APEX METCORP INC,"Yonkers, NY",1,80000,423510,Business Analyst,22.5
"Apex Shipping Co. (NYC), INC.","Elmont, NY",1,68640,488510,Ocean Import Operations Analyst,22.5
Apex Therapeutic Services LLC,"Great Neck, NY",1,65500,621340,Healthcare Database Administrator,22.5
Apex Window Werks USA Corp,"Wheeling, IL",1,49000,2389,Market Analyst,22.5
Apex146 Ltd.,"Delaplane, VA",1,69035,541715,Data Scientist,22.5
API INDUSTRIES INC.,"Orangeburg, NY",1,170000,326112,It Systems Operations Analyst,40.7
APICORE LLC,"East Brunswick, NJ",1,125000,541714,Database Administrator,30.5
"Apiphani, Inc.","Boston, MA",1,100000,541512,Data & Analytics Developer,24.8
Aplus Cargo Express Inc,"Flushing, NY",1,,484110,Data Analyst,22.5
APM Architecture PLLC,"Dallas, TX",1,45000,541310,Market Research Analyst,22.5
APM Terminals North America Inc.,"Charlotte, NC",1,160000,483111,Senior Business Analyst,38.4
APNAR PHARMA LLP,"East Windsor, NJ",1,70000,325412,Business  Analyst,22.5
